estimated_owners,rating,game_name,developer,publisher
200000,61.80,Iron Sky: Invasion,Reality Pump,Topware Interactive
200000,70.42,Hammerfight,Konstantin Koshutin,KranX Productions
1000000,70.94,Freebie,"Free Games Info, hyperboreanGames",Back To Basics Gaming
1000000,57.53,Heaven Island - VR MMO,"Fabio Ferrara, Giulia Airoldi",Chubby Pixel
1000000,62.44,Murderous Pursuits,Blazing Griffin,Blazing Griffin
500000,95.32,A Date with Death,Two and a Half Studios,Two and a Half Studios
100000,59.99,Mini Thief,"Stranga Games, TommahGames",GrabTheGames
500000,55.67,Rise of Flight United,"1C Game Studios, 777 Studios",FOR-GAMES CR LTD
200000,63.73,Guild Quest,Hyper Hippo Games,Hyper Hippo Games
20000,56.99,RiMS Racing,Nacon Studio Milan,Nacon
1000000,86.91,Emily is Away,Kyle Seeley,Kyle Seeley
200000,70.28,Magrunner: Dark Pulse,Frogwares,Frogwares
500000,46.33,Dream Pinball 3D,ASK Homework,TopWare Interactive
500000,81.66,Crayon Physics Deluxe,Kloonigames,Kloonigames
200000,76.25,Polygoneer,NukGames,NukGames
200000,68.13,KnightShift,Reality Pump,Topware Interactive
5000000,62.80,APB Reloaded,Little Orbit,Little Orbit
20000,78.08,Noob - The Factionless,"BlackPixel Studio, Olydri Games","Olydri Studio, Microids"
1000000,88.92,Bloons TD Battles,Ninja Kiwi,Ninja Kiwi
2000000,82.37,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.
200000,67.82,And Yet It Moves,Broken Rules,Broken Rules
50000,73.05,Spoiler Alert,MEGAFUZZ,tinyBuild
5000000,63.51,The Cycle: Frontier,YAGER,YAGER
2000000,72.34,Shadowverse CCG,Cygames Inc.,"Cygames Inc., Cygames Korea Inc."
200000,71.25,Loot Hero DX,VaragtP,VaragtP
50000,50.73,Cibele,Star Maid Games,Star Maid Games
1000000,61.37,WARMODE,Novalink,Novalink
100000,82.68,Estranged: The Departure,Alan Edwardes,Alan Edwardes
200000,55.17,The Archotek Project,The Archotek Project Team,The Archotek Project Team
200000,66.52,Empires Apart,DESTINYbit,Slitherine Ltd.
500000,50.58,The Next Door,Labory,SA Industry
2000000,95.20,Iron Snout,SnoutUp,SnoutUp
500000,79.43,月圆之夜 (Night of Full Moon),Giant Games,Giant Games
10000000,56.66,Street Warriors Online,Crazy Rocks Studios,Crazy Rocks Studios
100000,78.39,Aaero,Mad Fellows,Wired Productions
50000,77.23,Scheming Through The Zombie Apocalypse: The Beginning,Entertainment Forge,GrabTheGames
100000,75.81,Air Brawl,Landfall,Landfall
500000,70.62,Planets Under Attack,Targem Games,Topware Interactive
200000,83.91,NightSky,Nicalis Inc.,Nicalis Inc.
200000,55.88,Steel Rats™,Tate Multimedia,Tate Multimedia
200000,84.96,Drop Alive,Invi Games,Ipsilon Developments
20000,82.20,GUNTOUCHABLES,Game Swing,Ghost Ship Publishing
2000000,92.61,Alien Swarm,Valve,Valve
5000000,87.52,Cry of Fear,Team Psykskallar,Team Psykskallar
200000,21.22,Uriel's Chasm,Rail Slave Games,KPL
100000,79.05,Blackout Z: Slaughterhouse Edition,NukGames,NukGames
5000000,76.41,Neverwinter,Cryptic Studios,Arc Games
500000,80.10,Pid,Might and Delight,Might and Delight
500000,74.63,Supraball,Supra Games,Supra Games
200000,81.74,Midas Gold Plus - Idle Clicker,Holyday Studios,Holyday Studios
500000,76.04,10 Second Ninja X,Four Circle Interactive,Curve Games
200000,38.79,SUPER DISTRO,KITATUS STUDIOS,My Way Games
2000000,82.95,Codename CURE,Raptor Byte,Raptor Byte
200000,81.07,Adventures of Shuggy,Smudged Cat Games Ltd,Smudged Cat Games Ltd
500000,91.70,Transmissions: Element 120,"Shokunin, Thomas M. Visser, Vincent Thiele",Self Published
20000,94.04,of the Devil,nth Circle Studios,nth Circle Studios
200000,43.14,The Sandbox Evolution - Craft a 2D Pixel Universe!,PIXOWL INC.,PIXOWL INC.
20000,47.10,Toy Tinker Simulator,Turquoise Revival Games,"GrabTheGames, WhisperGames"
200000,74.97,Acceleration of SUGURI 2,Orange_Juice,Fruitbat Factory
200000,62.96,Stronghold Kingdoms,Firefly Studios,Firefly Studios
1000000,91.66,Sven Co-op,Sven Co-op team,Sven Co-op team
500000,79.10,Onmyoji,NetEase Games,NetEase Games
20000,95.14,An Arcade Full of Cats,Devcats,Devcats
100000,76.65,Distant Space 2,PixelMouse,PixelMouse
50000,74.37,Fire & Maneuver,"Armchair Interactive, Targon Studios",Armchair Interactive
10000000,29.81,Overwatch®,Blizzard Entertainment Inc.,Blizzard Entertainment Inc.
2000000,86.28,Transformice,Atelier 801,Atelier 801
200000,72.47,Adorables,White Rabbit,Volens Nolens Games
2000000,90.28,Aimlabs,Statespace,Statespace
500000,83.64,Unfortunate Spacemen,"Geoff 'Zag' Keene, Deep Field Games","Deep Field Games, New Blood Interactive"
200000,63.40,Pankapu,Too Kind Studio,Dear Villagers
1000000,78.90,Enlisted,Darkflow Software,Gaijin Network Ltd
20000,91.64,Wednesdays,"Pierre Corbinais, The Pixel Hunt, exaheva, Christophe Galati",ARTE France
200000,71.03,Space Farmers,BumpkinBrothers,BumpkinBrothers
20000,88.96,Mimpi Dreams,"Dreadlocks Mobile, Silicon Jelly","Dreadlocks Mobile, Silicon Jelly, Dreadlocks Ltd."
200000,38.77,Greed of Man,NIK,NIK
20000,87.61,Sword and Fairy 4,SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT
200000,72.22,The Culling Of The Cows,DL Softworks,DL Softworks
1000000,81.31,Sakura Clicker,Winged Cloud,Winged Cloud
100000,70.92,Crime Simulator: Playgrounds,Ultimate Games S.A.,"Ultimate Games S.A., PlayWay S.A."
200000,63.44,Crystals of Time,"RVL Games, exosyphen studios",exosyphen studios
500000,94.69,Eternal Senia,Sanctum Games,Sanctum Games
500000,71.35,Closers,Naddic Games,Naddic Games
200000,72.48,Really Big Sky,Boss Baddie,Ripstone
100000,86.74,Press Any Button,Eugene Zubko,Eugene Zubko
1000000,71.85,Fortified,Siege Camp,Siege Camp
1000000,79.16,DC Universe™ Online,Dimensional Ink Games,Daybreak Game Company
200000,90.60,PRICE,YETU GAME,YETU GAME
20000,70.41,Pinball FX,Zen Studios,Zen Studios
200000,77.32,Zaccaria Pinball,Magic Pixel Kft.,Magic Pixel Kft.
2000000,52.64,Bless Unleashed,VALOFE,VALOFE
200000,93.91,Find Love or Die Trying,Sunseeker Games,Sunseeker Games
200000,76.59,AtmaSphere,Mazen Games,GrabTheGames
100000,65.67,True or False,Vladimir Maslov,Vladimir Maslov
200000,72.61,Scrap Garden,"Egidijus Bachur, Alexey Davydov",Flazm
200000,38.65,Mysterious School,DuoDuoDog,DuoDuoDog
2000000,71.46,Star Conflict,Star Gem Inc.,Gaijin Network Ltd
1000000,50.68,WWII Online,Cornered Rat Software,Playnet Inc.
20000,81.03,Bendy: Lone Wolf,Joey Drew Studios,Joey Drew Studios
50000,91.94,Dreams of Aether,Lepioid LLC,Aether Studios
200000,62.34,Eden Rising,"The Wall Productions Inc., Meridian4",The Wall Productions Inc.
500000,81.46,Realm of the Mad God Exalt,"Wild Shadow Studios, Deca Live Operations GmbH",Deca Live Operations GmbH
1000000,66.10,Capcom Arcade 2nd Stadium,CAPCOM Co. Ltd.,CAPCOM Co. Ltd.
100000,68.57,Chicken Shoot Gold,ToonTRAXX Studios,Topware Interactive
500000,69.69,Champions Online,Cryptic Studios,Arc Games
200000,79.12,Chip,Coatsink,Coatsink
500000,75.16,Eternal Card Game,Dire Wolf,Dire Wolf
20000,88.68,WhiteLily 1：丽丽公主,游学者狐狸,游学者狐狸
200000,86.47,Pleasure Puzzle:Portrait 趣拼拼：肖像画,冷笑黑妖,冷笑黑妖
100000,86.57,Kyle is Famous: Complete Edition,John Szymanski,John Szymanski
1000000,90.34,Shakes and Fidget,Playa Games GmbH,Playa Games GmbH
500000,74.56,Reversion - The Escape (1st Chapter),3f Interactive,3f Interactive
2000000,82.01,Spiral Knights,Grey Havens,Grey Havens
200000,71.47,Pixel Puzzles 2: Anime,Pixel Puzzles,Pixel Puzzles
50000,63.49,Epigenesis,Dead Shark Triplepunch,Dead Shark Triplepunch
2000000,79.15,Mitos.is: The Game,Freakinware Studios,Freakinware Studios
500000,90.24,The Plan,Krillbite Studio,Krillbite Studio
100000,74.75,Tumblestone,"Ty Taylor, Spotted Zebra, Justin Nafziger, Vega Castañeda",The Quantum Astrophysicists Guild
2000000,94.76,The Expendabros,Free Lives,Devolver Digital
2000000,79.81,The Lord of the Rings Online™,Standing Stone Games,Daybreak Game Company LLC
2000000,88.21,TrackMania Nations Forever,Nadeo,Ubisoft
200000,83.15,Star Realms,"Wise Wizard Games, LLC","Wise Wizard Games, LLC"
50000,74.94,The Bonerooms,Jasozz Games,Jasozz Games
1000000,88.19,Moonbase Alpha,"Virtual Heroes, Army Game Studio",NASA
100000,63.52,A grande bagunça espacial - The big space mess,RMAL,RMAL
200000,87.08,Kabounce,Stitch Heads Entertainment,Stitch Heads Entertainment
5000000,90.16,Splitgate,1047 Games,1047 Games
200000,91.69,MANDAGON,Blind Sky Studios,Blind Sky Studios
20000,87.22,Rogue Glitch Ultra,"Rarebyte, Lino Slahuschek",Rarebyte
100000,61.55,Isle of Jura,EM Games,"EM Games, GrabTheGames"
500000,63.36,AdVenture Communist,Hyper Hippo Games,Hyper Hippo Games
50000,77.56,MicroWorks,Agiriko,Agiriko
500000,58.88,War Trigger 3,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC"
2000000,68.71,KARDS - The WW2 Card Game,1939 Games,1939 Games
2000000,78.35,MechWarrior Online™ Legends,Piranha Games Inc.,Piranha Games Inc.
200000,75.01,Aegis Defenders,GUTS Department,Balor Games
500000,90.54,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",Crows Crows Crows,Crows Crows Crows
1000000,67.26,Orcs Must Die! Unchained,Robot Entertainment,Robot Entertainment
500000,53.13,Spacelords,MercurySteam,Mercury Steam Entertainment s.l.
1000000,90.34,Spooky's Jump Scare Mansion,Lag Studios,Lag Studios
20000000,74.76,VRChat,VRChat Inc.,VRChat Inc.
1000000,74.42,WAKFU,Ankama Studio,Ankama Games
2000000,78.21,RISK: Global Domination,SMG Studio,SMG Studio
2000000,86.30,Toribash,Nabi Studios,Nicalis Inc.
100000,82.64,Varenje,Play Cute,JoyBits Ltd.
200000,70.77,Freestyle 2: Street Basketball,JOYCITY,JOYCITY
50000,86.62,Paragnosia,Sine Coda,Sine Coda
200000,59.12,Endorlight,Old Games,Old Games
500000,50.93,Head Shot,Indie Game Group,Indie Game Group
500000,84.85,Drunken Wrestlers 2,Oleg Skutte,WAYONE GAMES
500000,60.83,Tabletopia,Tabletopia,Tabletopia
50000,51.94,Zomborg,GameDevLab,GrabTheGames
200000,41.46,Slingshot people,StalkerAlex,StalkerAlex.
1000000,90.47,Double Action: Boogaloo,"Double Action Factory, Jorge Rodriguez",Double Action Factory
50000,83.49,Party Quiz,White Ink,White Ink
500000,89.26,Viridi,"Zoe Vartanian, Kevin Maxon, Isa Hutchinson, Michael Bell",Ice Water Games
200000,70.38,Hunger Dungeon,No Stuck Game Studio,No Stuck Game Studio
100000,87.83,Project Rhombus,SEROSOO,PsychoFlux Entertainment
20000,88.76,College Kings - The Complete Season,Undergrad Steve,Undergrad Steve
200000,84.92,Lost Lands: A Hidden Object Adventure,FIVE-BN GAMES,FIVE-BN GAMES
2000000,77.08,America's Army: Proving Grounds,U.S. Army,U.S. Army
200000,66.77,Polyball,Studio Monolith,Studio Monolith
500000,69.87,Party Club,Lucid11 Interactive,"GameDev.ist, Gamersky Games, Lucid11 Interactive"
200000,86.55,Carpe Diem,Moonlit Works,Moonlit Works
500000,87.95,The Desolate Hope,Scott Cawthon,Scott Cawthon
200000,72.46,Stealth Inc 2: A Game of Clones,Carbon,Curve Games
50000,65.82,LASERS,Straight Back Games,Straight Back Games
500000,66.43,The Four Kings Casino and Slots,Digital Leisure Inc.,Digital Leisure Inc.
1000000,77.39,Prismata,Lunarch Studios,Lunarch Studios
20000,80.56,Skillshot City,Ben Johnson (bencelot),Nik Nak Studios
20000,56.59,Vertiginous Golf,Kinelco & Lone Elk Creative,Fellow Traveller
200000,84.28,Missing Translation,"AlPixel Games, Luis Diaz, Gustavo Santos, Albert Fernandez, Tice Thomason",GamesBoosters
20000,71.63,Fearless Fantasy,Enter Skies,tinyBuild
2000000,87.68,Rec Room,Rec Room,Rec Room
2000000,50.50,Knight Online,"Noah System, Mgame",NTTGame
500000,83.91,Blush Blush,Sad Panda Studios,Sad Panda Studios
20000,92.52,The Test: Secrets of the Soul,Randumb Studios,Randumb Studios
5000000,75.06,Eternal Return,Nimble Neuron,"Nimble Neuron, SapStaR Games"
20000,92.39,A Park Full of Cats,Devcats,Devcats
20000,92.50,Dagon: by H. P. Lovecraft,Bit Golem,Bit Golem
500000,80.09,The Pirate: Caribbean Hunt,Home Net Games,Home Net Games
500000,62.17,KUBOOM,nobodyshot,nobodyshot
20000000,76.33,Marvel Rivals,NetEase Games,NetEase Games
10000000,77.67,THE FINALS,Embark Studios,Embark Studios
5000000,90.15,SCP: Secret Laboratory,Northwood Studios,Northwood Studios
10000000,92.26,Muck,Dani,Dani
10000000,76.67,Once Human,Starry Studio,"Starry Studio, NetEase Games"
5000000,90.26,Crab Game,Dani,Dani
5000000,57.08,The First Descendant,NEXON Games Co. Ltd.,NEXON
5000000,85.93,Where Winds Meet,Everstone Studio,NetEase Games
1000000,86.42,Limbus Company,ProjectMoon,ProjectMoon
5000000,71.56,Yu-Gi-Oh! Master Duel,KONAMI,KONAMI
1000000,72.68,STALCRAFT: X,EXBO,EXBO
5000000,95.15,Bongo Cat,"Marcel Zurawka, Julius Krüger",Irox Games
20000000,80.85,Banana,"Sky, AestheticSpartan, O'Brian",Sky
5000000,81.19,Dota Underlords,Valve,Valve
2000000,93.06,Supermarket Together,DeadDevsTellNoLies,DeadDevsTellNoLies
1000000,94.68,TO THE MOON,GEORGIOS SYKIOTIS,GEORGIOS SYKIOTIS
5000000,58.36,Russian Fishing 4,FishSoft LLC,FishSoft LLC
5000000,64.29,Dark and Darker,IRONMACE,IRONMACE
10000000,74.99,Black Squad,"VALOFE, NS STUDIO",VALOFE
2000000,86.64,Fallout Shelter,Bethesda Game Studios,Bethesda Softworks
20000000,85.32,Goose Goose Duck,Gaggle Studios Inc.,Gaggle Studios Inc.
5000000,59.60,Business Tour - Board Game with Online Multiplayer,8Floor,8Floor
1000000,11.68,War of the Three Kingdoms,le8 stdio,le8 stdio
1000000,95.38,Inside,HeadArrow,HeadArrow
1000000,73.46,Icarus,Denis Evans,Japster's Cavern
2000000,93.24,Ultimate Custom Night,Scott Cawthon,Scott Cawthon
1000000,90.76,Limbo,鱼俞,鱼俞
2000000,75.81,Vampire: The Masquerade - Bloodhunt,Sharkmob AB,Sharkmob AB
1000000,77.58,PROJECT: PLAYTIME,Mob Entertainment,Mob Entertainment
5000000,75.22,Farlight 84,Farlight Games,Farlight Games
1000000,92.19,Umamusume: Pretty Derby,Cygames Inc.,Cygames Inc.
20000,95.55,Counter-Strike:Global Offensive,Valve,Valve
2000000,96.45,VPet-Simulator,LB Game,LB Game
2000000,89.77,One-armed robber,Duhndal,Duhndal
2000000,84.78,graveyard keeper,Magic Cat,Magic Cat
1000000,91.85,My Singing Monsters,Big Blue Bubble,Big Blue Bubble
1000000,54.40,Hero's Land,钢之直男工作室,Orienjoy
1000000,66.61,Pixel Gun 3D: PC Edition,Cubic Games Studio,Cubic Games Studio
2000000,81.65,Yu-Gi-Oh! Duel Links,KONAMI,KONAMI
1000000,86.77,DDNet,DDNet Team,DDNet Team
1000000,87.91,Wuthering Waves,KURO GAMES,KURO GAMES
1000000,82.70,FPS Chess,Meta Fork,DigiPen Institute of Technology
1000000,45.70,Highguard,Wildlight Entertainment Inc.,Wildlight Entertainment Inc.
1000000,84.85,Palia,Singularity 6 Corporation,Singularity 6 Corporation
1000000,97.01,HoloCure - Save the Fans!,KayAnimate,KayAnimate
2000000,77.52,CRSED: Cuisine Royale,"Darkflow Software, Matter Team",Gaijin Network Ltd
1000000,92.28,Journey,African boy Keita studio,African boy Keita studio
1000000,74.13,POLYGON,Redaster Studio,Redaster Studio
1000000,88.75,Super Auto Pets,Team Wood Games,Team Wood Games
5000000,60.03,KurtzPel,KOG,KOG
1000000,82.88,Bloons TD Battles 2,Ninja Kiwi,Ninja Kiwi
2000000,91.84,Freddy Fazbear's Pizzeria Simulator,Scott Cawthon,Scott Cawthon
5000000,89.74,One-armed cook,Duhndal,Duhndal
1000000,84.07,Quantum Break,morbo,morbo
500000,67.73,Stay Out,MOBITECH LLC,MOBITECH LLC
5000000,59.64,War Robots,MY.GAMES,MY.GAMES
1000000,73.44,Strinova,iDreamSky,iDreamSky
1000000,81.99,SCP: Containment Breach Multiplayer,Fusion Creators Studio,"Fusion Creators Studio, Mixarar"
1000000,59.53,Mecha BREAK,Amazing Seasun Games,Amazing Seasun Games
2000000,69.09,Dead Frontier 2,Creaky Corpse Ltd,Creaky Corpse Ltd
1000000,55.50,Lost Light,NetEase Games,NetEase Games
2000000,80.67,RuneScape ®,Jagex Ltd,Jagex Ltd
1000000,87.77,Cell to Singularity - Evolution Never Ends,Computer Lunch,Computer Lunch
1000000,92.12,Leaf Blower Revolution - Idle Game,Humble North,Humble North
1000000,73.10,Rogue Company,First Watch Games,Hi-Rez Studios
200000,95.48,Pineapple on pizza,Majorariatto,Majorariatto
1000000,64.29,GrandChase,KOG,KOG
2000000,67.28,MY HERO ULTRA RUMBLE,Byking Inc.,Bandai Namco Entertainment
500000,94.83,The Murder of Sonic the Hedgehog,SEGA,SEGA
500000,47.21,Artifact,Mesmerizers,Mesmerizers
2000000,92.75,Aperture Desk Job,Valve,Valve
2000000,66.09,GeoGuessr Steam Edition,GeoGuessr,GeoGuessr
1000000,83.85,SUPERVIVE,Theorycraft Games,"Theorycraft Games, NetEase Games"
500000,29.91,Shadowverse: Worlds Beyond,Cygames Inc.,Cygames Inc.
2000000,82.78,Omega Strikers,Odyssey Interactive,Odyssey Interactive
200000,92.78,Alien Swarm: Reactive Drop,Reactive Drop Team,Reactive Drop Team
1000000,83.72,War Selection,Glyph Worlds,Glyph Worlds
2000000,85.39,Sky: Children of the Light,thatgamecompany,thatgamecompany
200000,93.22,Indigo Park: Chapter 1,UniqueGeese,UniqueGeese
1000000,74.12,Caliber,1C Game Studios,FOR-GAMES CR LTD
20000,93.37,死寂（Deathly Stillness）,谌嘉诚,谌嘉诚
200000,96.44,Sheepy: A Short Adventure,MrSuicideSheep,MrSuicideSheep
1000000,62.94,SPLITGATE: Arena Reloaded,1047 Games,1047 Games
500000,90.79,Redmatch 2,Rugbug Redfern,Rugbug Redfern
500000,92.89,NIGHT-RUNNERS™ PROLOGUE,PLANET JEM,PLANET JEM
20000,23.32,MOBILE SUIT GUNDAM BATTLE OPERATION 2,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment Inc.
20000,76.55,Bro Falls,Boros Bros,Boros Bros
20000,52.37,UNDECEMBER: 4th Anniversary,Needs Games,LINE Games Corporation
1000000,54.57,Astral Party,STAR ENGINE PROJECT,Neverland Entertainment
20000,90.04,Blue Archive,NEXON Games,NEXON Korea
1000000,81.05,Old School RuneScape,Jagex Ltd,Jagex Ltd
1000000,93.89,STRAFTAT,"Sirius Lemaitre, Léonard Lemaitre",Lemaitre Bros
1000000,76.32,Trackmania,Nadeo,Ubisoft
2000000,75.72,Operation: Harsh Doorstop,Drakeling Labs,Drakeling Labs
2000000,63.13,Spectre Divide,Mountaintop Studios,Mountaintop Studios
20000,68.82,Torchlight: Infinite,XD,XD
1000000,81.37,Action Taimanin,LiLith,Infini-Brain inc.
1000000,74.62,Real Pool 3D - Poolians,Poolians.com,Poolians.com
20000,94.04,Awaria,vanripper,vanripper
500000,89.50,Mr.Mine,Playsaurus,Playsaurus
20000,79.55,Blood Strike,NetEase Games,NetEase Games
500000,87.00,Banana Shooter,CodingDaniel,CodingDaniel
1000000,76.54,Shop Titans,Kabam Games Inc.,Kabam Games Inc.
1000000,47.94,Catan Universe,Client/Frontend: Endava  / Backend: SuperNimbus,USM
500000,94.87,Outcore: Desktop Adventure,Doctor Shinobi,Doctor Shinobi
20000,94.11,Arrow a Row,Lonerangerix,Lonerangerix
20000,92.61,Monster Girl Island: Prologue,Redamz,Redamz
20000,81.37,Remember Me,CurnurX,CurnurX
20000,73.98,Fellowship,Elraim Studio,Elraim Studio
1000000,73.31,BLOCKPOST LEGACY,Skullcap Studios,Skullcap Studios
200000,89.52,Quaver,Swan,Swan
1000000,92.79,OpenTTD,OpenTTD,OpenTTD
20000,90.65,Turmoil,KiwiClockWork Studios,KiwiClockWork Studios
500000,93.52,missed messages.,Angela He,Angela He
20000,90.39,Baldi's Basics Classic Remastered,Basically Games,"Basically Games, LLC"
1000000,75.62,Idle Champions of the Forgotten Realms,Codename Entertainment Inc.,Codename Entertainment Inc.
20000,64.53,MIR4,Wemade Next,Wemade
2000000,89.23,Just Cause 2: Multiplayer Mod,Avalanche Studios,Square Enix
500000,95.81,Grimm's Hollow,ghosthunter,ghosthunter
500000,81.48,Slapshot: Rebound,Oddshot Games,Oddshot Games
500000,85.38,Walking Zombie 2,Alda Games,Alda Games
20000,61.84,Paragon: The Overprime,Netmarble F&C Team SoulEve,Netmarble
20000,83.57,Egg,SHA YAN NETWORK TECHNOLOGY,SHA YAN NETWORK TECHNOLOGY
500000,93.01,NGU IDLE,4G,4G
20000,66.15,Heartopia,XD,XD
200000,89.32,"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",Psyop,KFC
1000000,72.64,Pixel Strike 3D,Vulcron,Vulcron
200000,52.50,Garten of Banban,Euphoric Brothers,Euphoric Brothers
1000000,85.37,BLEACH Brave Souls,KLab Inc.,KLab Inc.
1000000,79.06,Escape Room - Der kranke Kollege,Bitbeast Games,Bitbeast Games
200000,96.52,The WereCleaner,Howlin' Hugs,USC Games
20000,57.70,The Seven Deadly Sins: Origin,Netmarble F&C,Netmarble
20000,94.81,东北之夏,庄不纯工作室,庄不纯工作室
20000,55.27,Lust Goddess,Pochemu LTD,Pochemu LTD
1000000,65.55,Tower of Fantasy,Hotta Studio,Perfect World Games
20000,75.66,Summoners War: Chronicles,Com2uS,Com2uS
1000000,73.23,BLOCKADE,Novalink,Novalink
100000,86.78,Paunch,Kozhakov,Kozhakov
1000000,73.23,The Elder Scrolls®: Legends™,"Sparkypants Studios, LLC",Bethesda Softworks
200000,91.93,Learn to Fly 3,Light Bringer Games inc.,Light Bringer Games inc.
200000,94.78,Virtual Cottage,DU&I,DU&I
20000,51.24,Argo,RocRac,RocRac
1000000,82.00,AirMech,Carbon Games,Carbon Games
500000,84.64,Deepest Sword,Cosmic Adventure Squad,Cosmic Adventure Squad
1000000,69.28,Soulworker,VALOFE,G・O・P
1000000,76.94,Gems of War - Puzzle RPG,Infinity Plus 2,505 Games
20000,93.59,The Planet Crafter: Prologue,Miju Games,Miju Games
2000000,65.09,GunZ 2: The Second Duel,Masangsoft,Masangsoft
20000,84.18,Revolution Idle,"Oni Gaming, Nu Games",Oni Gaming
200000,81.44,Amorous,Team Amorous,Snaggletooth Studios
20000,96.38,Travellin Cats in Jingle Jam,Travellin Cats,Travellin Cats
1000000,87.70,CS2D,Unreal Software,Unreal Software
20000,87.26,FUCK HITLER,Sunday's Games,Sunday's Games
500000,78.66,Angel Legion,Shanghai SilverMoon Network Technology Co.Ltd,Shanghai SilverMoon Network Technology Co.Ltd
20000,87.36,Fears to Fathom - Home Alone,Rayll,Rayll
20000,87.04,Breeders of the Nephelym,DerelictHelmsman,DerelictHelmsman
500000,84.21,Pool 2D - Poolians,Poolians.com,Poolians.com
20000,70.18,Summoners War,Com2uS,Com2uS
20000,88.52,Grapples Galore,Zoteling,Zoteling
500000,91.41,Yume Nikki,kikiyama,PLAYISM
20000,67.56,SMASH LEGENDS,5minlab Corp.,"5minlab Corp., KRAFTON Inc."
20000,71.43,Honkai Impact 3rd,COGNOSPHERE PTE. LTD.,COGNOSPHERE PTE. LTD.
500000,94.24,Samsara Room,Rusty Lake,Rusty Lake
20000,91.37,Nothing,Huaty,Huaty
20000,64.42,DRAGON BALL GEKISHIN SQUADRA,GANBARION Co. Ltd.,Bandai Namco Entertainment
20000,54.87,Infinity Nikki,Infold Games,Infold Games
20000,88.09,Chill Corner,Low-Hi Tech,Low-Hi Tech
20000,85.84,Zumbi Blocks 2 Open Alpha,Adrian Kaminski,Adrian Kaminski
20000,71.78,Snowbreak: Containment Zone,Amazing Seasun Games,Amazing Seasun Games
200000,79.58,AdventureQuest 3D,"Artix Entertainment, LLC","Artix Entertainment, LLC"
1000000,83.75,SAS: Zombie Assault 4,Ninja Kiwi,Ninja Kiwi
20000,90.32,The Complex: Found Footage,pgWave,pgWave
20000,82.92,Tap Ninja - Idle game,Broken Glass,Broken Glass
200000,85.43,Walking Simulator,Pugscape,Pugscape
20000,66.97,Brighter Shores,Fen Research Ltd,Fen Research Ltd
1000000,86.64,RetroArch,Libretro,Libretro
20000,83.48,Late Shift,{CRYTIME},{CRYTIME}
200000,77.10,King of Crabs,"Robot Squid, Spilt Milk Studios Ltd",Robot Squid
20000,95.61,Steam Engine Simulator,Ektorom Software Inc.,Ektorom Software Inc.
20000,88.02,The one who pulls out the sword will be crowned king,Majorariatto,Majorariatto
20000,95.61,20 Small Mazes,FLEB,FLEB
20000,84.28,Loading Screen Simulator,Blaze Games,Blaze Games
500000,90.16,TheDawn,LIMITED,LIMITED
20000,93.72,UNBEATABLE [white label],D-CELL GAMES,D-CELL GAMES
500000,93.10,Coloring Pixels,ToastieLabs,ToastieLabs
500000,81.40,Prominence Poker,Pipeworks Studios,Pipeworks Studios
20000,88.87,Galaxy Life,Phoenix Network,Phoenix Network
200000,89.50,When the Darkness comes,Sirhaian,Sirhaian
20000,94.12,100 Asian Cats,"100 Cozy Games, Cats",100 Cozy Games
1000000,83.33,Bombergrounds: Reborn,Gigantic Duck Games,Gigantic Duck Games
20000,95.87,Paper Lily - Chapter 1,Leef 6010,Leef 6010
200000,77.40,Vegas Infinite by PokerStars,Lucky VR Inc.,The Stars Group Inc.
20000,95.08,Z.A.T.O. // I Love the World and Everything In It,Ferry // Nopanamaman,Ferry // Nopanamaman
1000000,83.85,Scribble It!,Detach Entertainment,Detach Entertainment
20000,94.35,BABBDI,"Sirius Lemaitre, Léonard Lemaitre",Lemaitre Bros
20000,94.01,At Home Alone Final,阿正不经,0Cube
20000,91.99,Farmer Against Potatoes Idle,Oni Gaming,Oni Gaming
1000000,68.26,Zula Global,Madbyte Games,"Madbyte Games, Joygame Select"
500000,82.51,Zombie Panic! Source,Zombie Panic! Team,Zombie Panic! Team
1000000,69.88,Dungeons & Dragons Online®,Standing Stone Games,Daybreak Game Company LLC
1000000,47.60,A.V.A Global,Valiant,Valiant
20000,86.81,VANQUISH,GreenOrb,GreenOrb
20000,95.20,Magic Archery,Barribob,Barribob
20000,96.05,Poco,Whalefall,Micah Boursier
1000000,71.78,ArcheBlade™,CodeBrush Games,Codebrush Games
1000000,59.02,Fallen Earth Classic,Little Orbit,Little Orbit
20000,89.47,Distance,Blue Fire Mugs,Blue Fire Mugs
100000,74.55,Pixel Worlds: MMO Sandbox,Social First Oy,Social First Oy
1000000,75.09,Gigantic,Motiga Inc.,Perfect World Entertainment
20000,73.48,School Days,MDickie,MDickie
200000,93.73,There Is No Game: Jam Edition 2015,Draw Me A Pixel,Draw Me A Pixel
20000,94.32,Psychopomp,Fading Club,Fading Club
1000000,84.31,Realm Grinder,Divine Games,Kongregate
