estimated_owners,rating,game_name,developer,publisher
500000,93.87,Star Fetchers,Svavelstickan,Svavelstickan
20000,93.48,REFLEXIA Prototype ver.,MAHOUMAIDEN,Nikita Kryukov
20000,75.45,The Lost Village,CODE BELL,CODE BELL
100000,95.41,Buy a Croquette!,越青,Eternal Dream
20000,88.29,Ocean World: Eden Crafters Prologue,Osaris Games,Osaris Games
20000,92.02,Bitburner,"Fulcrum Games, Hydroflame, over 250 github contributors",Fulcrum Games
500000,94.66,SuchArt: Creative Space,Goose Minded,HypeTrain Digital
500000,84.98,UNDEFEATED,"UNDEFEATED Games, Indie-us Games",Vantan Game Academy
500000,83.60,PickCrafter,Fiveamp,Fiveamp
20000,94.74,巫兎 - KANNAGI USAGI -,Tonoji,Tonoji
20000,57.66,Warhaven,NEXON,NEXON
1000000,89.36,Endless Sky,Michael Zahniser,Michael Zahniser
20000,94.45,第七号列车 - Train No. 7,水野的四叶草,Eternal Dream
20000,93.43,Nightmare Kart,LWMedia,LWMedia
100000,61.04,Tanki Online,Alternativa Game Ltd.,APL Publishing Ltd.
500000,73.79,Blood of Steel,YC Games,YC Games
20000,94.70,100 hidden frogs,Anatoliy Loginovskikh,Anatoliy Loginovskikh
500000,54.79,League of Maidens®,Maiden Gaming Inc.,Maiden Gaming Inc.
1000000,90.12,Relic Hunters Zero: Remix,Rogue Snail,Akupara Games
20000,91.09,Bronzebeard's Tavern,The Mermaid MenZ,The Mermaid MenZ
20000,63.24,Girls' Frontline,SUNBORN Information Co. Ltd.,Darkwinter Software Limited
500000,75.33,Firestone – Idle Clicker Online RPG,Holyday Studios,Holyday Studios
200000,94.39,Bloody Hell,Pun Intended,Pun Intended
20000,88.52,Valley,Observer Interactive,Observer Interactive
20000,89.17,Upload Labs,EnigmaDev Studios,EnigmaDev Studios
20000,68.11,GRID,Unelma Labs,Unelma Labs
20000,67.79,Sneak Out,FrozenYetiGames,FrozenYetiGames
200000,90.33,Marie's Room,Kenny Guillaume,Kenny Guillaume
20000,67.06,Dreadnought,"B.V.S, P.V.S",Retro Box Game Studio
200000,88.16,Bloons Monkey City,Ninja Kiwi,Ninja Kiwi
50000,75.06,Serena,Senscape,Senscape
20000,94.56,Illusion Carnival,KiZ,KiZ
20000,68.01,EMERGENCY,Sixteen Tons Entertainment,Sixteen Tons Entertainment
200000,92.66,We Become What We Behold [Fan-Made Port],"Mismatch Studio, Nicky Case (Originally)",Mismatch Studio
500000,86.18,Super Crate Box,Vlambeer,Vlambeer
20000,73.04,World of Sea Battle,Thera Interactive,Thera Interactive
200000,83.46,Kidnapped Girl,TroyHolman,TroyHolman
1000000,85.83,McOsu,McKay,McKay
1000000,73.06,LET IT DIE,"GRASSHOPPER MANUFACTURE INC., SUPERTRICK GAMES Inc.",GungHo Online Entertainment America Inc.
20000,80.71,Ricochet,Sam,sam
500000,69.98,Supremacy: Call of War 1942,Bytro Labs GmbH,Bytro Labs GmbH
20000,94.32,Disfigure,Cold Brew Entertainment,Cold Brew Entertainment
100000,84.18,Hello Neighbor 2 Alpha 1.5,"Eerie Guest, tinyBuild",tinyBuild
1000000,72.37,The Way of Life Free Edition,"CyberCoconut, Fabio Ferrara",CyberCoconut
1000000,85.08,Pirates Vikings & Knights II,Octoshark Studios,Octoshark Studios
20000,85.05,Just Act Natural,"Conor Garity, Liam Kerrigan",Conor Garity
500000,90.61,Friday the 13th: Killer Puzzle,Blue Wizard Digital,Blue Wizard Digital
20000,59.77,ヘブンバーンズレッド,"WRIGHT FLYER STUDIOS, VisualArts/Key",WRIGHT FLYER STUDIOS
20000,89.95,Bubble People,Liujiajun,Gamirror Games
20000,88.33,Grocery Store Simulator,CustomDev,CustomDev
20000,93.91,Alpaca Stacka,"Sebastian Baracaldo, Michelle Ma",Spookulele Games
500000,61.03,Only If,Creability,Creability
20000,85.93,Haven,Leap of Faith Studios,Leap of Faith Studios
20000,91.82,Cheese Rolling,The Interviewed,The Interviewed
20000,81.45,Escape Memoirs: Mini Stories,0 Deer Soft,0 Deer Soft
20000,87.38,In Sink: A Co-Op Escape Prologue,Clock Out Games,Kwalee
500000,81.07,Hello Neighbor Alpha 4,Dynamic Pixels,tinyBuild
20000,75.94,Toram Online,Asobimo Inc.,Asobimo Inc.
200000,73.30,SUPREMACY: WORLD WAR 3,Dorado Games,Dorado Games
500000,90.86,Propagation VR,WanadevStudio,WanadevStudio
1000000,88.02,Himno,David Moralejo Sánchez,"GrabTheGames, UpgradePoint"
500000,90.95,Battle for Wesnoth,The Battle for Wesnoth Project,Wesnoth Inc.
20000,90.75,Idol Showdown,Besto Game Team,holo Indie
20000,95.64,Project Kat - Paper Lily Prologue,Leef 6010,Leef 6010
20000,95.45,"Please, Touch The Artwork 2",Thomas Waterzooi,Thomas Waterzooi
20000,94.68,The Mr. Rabbit Magic Show,Rusty Lake,Rusty Lake
20000,93.64,Snake Force,Team Soda,Team Soda
20000,86.07,Amarillo's Butt Slapper,AmarilloArts,AmarilloArts
200000,79.44,the static speaks my name,the whale husband,the whale husband
500000,86.40,Devolverland Expo,Flying Wild Hog,Devolver Digital
200000,89.72,You Have to Win the Game,Minor Key Games,Minor Key Games
500000,90.26,Ninja Kiwi Archive,Ninja Kiwi,Ninja Kiwi
20000,83.11,Screw Drivers,Creactstudios,Headup
500000,59.90,Dungeon Fighter Online,Neople,Neople
20000,87.78,Contrast,Orlaith Nic Cába,Orlaith Nic Cába
500000,90.89,Soda Dungeon 2,"AN Productions, Poxpower",Armor Games Studios
20000,90.89,TCG Card Shop Simulator: Prologue,OPNeon Games,OPNeon Games
20000,85.49,Dark Hours: Prologue,Piece of Cake studios,"Piece of Cake studios, Kepler Ghost"
20000,82.45,The Two of Us,Flow State Games,Flow State Games
20000,81.33,Slappyball,Amelore,Amelore
50000,85.46,Selene ~Apoptosis~,"Viscum key, Nupu Neko Dev",Nupu Neko Dev
500000,91.15,OLDTV,Creability,Creability
200000,85.26,Boring Man - Online Tactical Stickman Combat,Spasman Games,Spasman Games
200000,79.62,SUCCUBUS: Prologue,Madmind Studio,Madmind Studio
200000,74.70,Retail Royale,DarxDev,DarxDev
20000,85.81,NEKOPARA - Catboys Paradise,NEKO WORKs,Sekai Project
200000,88.39,Lost Lands: Mahjong,FIVE-BN GAMES,FIVE-BN GAMES
20000,91.70,How Fish Is Made,"Wrong Organ, Johanna Kasurinen, Jeffrey Tomec, Martin Halldin","Wrong Organ, CRITICAL REFLEX"
20000,91.40,Crime Scene Cleaner: Prologue,President Studio,"PlayWay S.A., President Studio"
20000,89.28,Rental,"Nine Levitzki, Igor Polochev, Jacob Williams, Amber Williams",Wild Card Rogues
100000,94.07,Katawa Shoujo,Four Leaf Studios,Four Leaf Studios
500000,82.81,Card Hunter,The Knights of Unity,The Knights of Unity
20000,86.45,Chair Simulator,MSCHF Product Studio Inc,MSCHF Product Studio Inc
1000000,62.82,Armored Warfare,"Obsidian Entertainment, Wishlist Games",Wishlist Games
200000,77.46,Left on Read,Weston Bell-Geddes,Spookulele Games
500000,77.76,MONMUSU,Tentacle Games,NEKO WORKs
200000,92.34,Narcissu 1st & 2nd,stage-nana,Sekai Project
20000,87.09,ROOT,SJR Team,SJR Team
20000,82.80,Puck,NS7,NS7
20000,92.17,Samorost 1,Amanita Design,Amanita Design
1000000,71.43,BrainBread 2,Reperio Studios,Reperio Studios
1000000,64.87,Panzar,Panzar Studio,OVALIS INVESTMENTS LIMITED
200000,91.83,BirdGut,Micah Boursier,Micah Boursier
500000,81.31,Blameless,Vaclav Hudec,Blameless Games
200000,91.14,What Never Was,Acke Hallgren,Acke Hallgren
20000,92.33,[Nightmare Files] Clap Clap,Raycastly,Raycastly
20000,44.33,CROWZ,ROYALCROW,THUMBAGE
20000,81.43,"Poker Master - Texas Hold'em, Roulette, Blackjack, Baccarat, Omaha, Slots, Teen Patti",NGIN LIMITED,NGIN LIMITED
20000,77.87,Waven,Ankama Studio,"Ankama Games, New Tales"
500000,91.64,I Wanna Maker,The Elephant Crew,The Elephant Crew
1000000,57.79,VEGA Conflict,KIXEYE,KIXEYE
20000,80.37,BAPBAP,Maison Bap,Maison Bap
20000,83.81,Calico,Reshiramoo,Reshiramoo
20000,46.10,ASTRA: Knights of Veda,FLINT,DRIMAGE
200000,33.40,Unplagued,Euphoric Brothers,Euphoric Brothers
20000,95.06,Purrgatory,Niv,Niv
20000,93.26,枝江往事,A-SOUL GameMaker Project,A-SOUL GameMaker Project
200000,89.28,Have a Nice Dream,榭季生,榭季生
100000,90.24,Confess My Love,LR Studio,LR Studio
20000,89.48,Come Home,R.J. Rhodes,R.J. Rhodes
20000,89.16,ERROR143,Jenny Vi Pham,Jenny Vi Pham
200000,84.70,Moe Era,Comfy Company,Comfy Company
200000,92.79,Meteor 60 Seconds!,AvoCavo,AvoCavo
1000000,73.06,Dead Maze,Atelier 801,Atelier 801
500000,77.75,HD Poker: Texas Hold'em,Z4,Z4
200000,81.83,Puzzle Together Multiplayer Jigsaw Puzzles,IronZog,IronZog
200000,82.74,We Went Back,Dead Thread Games,Dead Thread Games
500000,84.02,Quake II RTX,Lightspeed Studios™,NVIDIA
50000,87.48,*NEW* SCUFFED EPIC BHOP SIMULATOR 2023 (POG CHAMP),Scuffed Development,shanaz game studios
20000,89.58,click to ten,"funl, cheman","funl, cheman"
20000,49.36,DARKEST DAYS,NHN,NHN
20000,90.24,Ale & Tale Tavern: First Pints,Scienart Games,"GrabTheGames, UpgradePoint"
500000,78.84,Worm.is: The Game,Freakinware Studios,Freakinware Studios
20000,93.34,Outpath: First Journey,David Moralejo Sánchez,"GrabTheGames, UpgradePoint"
200000,84.19,Bloons Adventure Time TD,Ninja Kiwi,Ninja Kiwi
20000,59.40,NOMAD,Gregg Rahuba,Gregg Rahuba
20000,76.24,Royal Quest Online,Lesta Games,Lesta Games
20000,73.00,Sword of Convallaria,XD,XD
50000,92.95,I commissioned some bees 0,Follow the fun,I commissioned some series
20000,90.07,Supermarket Simulator: Prologue,Nokta Games,Nokta Games
20000,75.39,Cats,"100 Cozy Games, Cats","100 Cozy Games, Cats"
200000,66.85,ONE PIECE Bounty Rush,SEGA,Bandai Namco Entertainment Inc.
50000,91.16,Hello Neighbor Alpha 2,Dynamic Pixels,tinyBuild
200000,85.03,"Kid,napper: Gosh, I'm Kidnapped by a Pupil",Catnip,Catnip
500000,74.18,Never Split the Party,Legend Studio,Legend Studio
20000,71.75,Aeons Echo,Aeons Studio,Nutaku Publishing
20000,69.39,Rake,Jeb_1232,Jeb_1232
20000,79.01,Eternium,"Dream Primer, Making Fun",Making Fun
1000000,85.56,Teeworlds,Teeworlds Team,Teeworlds Team
500000,79.10,SCP: Labrat,Bezbro Games,Bezbro Games
500000,58.83,Skyforge,Innova Co SARL,Innova Co SARL
100000,94.68,The Supper,White Blanket Games,Octavi Navarro
20000,79.24,War of Dots,TeaAndPython,TeaAndPython
20000,86.45,Deducto,Red Fox Studios,Red Fox Studios
20000,59.31,8BitMMO,Archive Entertainment,Archive Entertainment
20000,75.42,Shift Happens,JajaCodes,JajaCodes
20000,93.50,我的小鲨鱼,Warma,Warma
20000,94.09,DORONKO WANKO,"Bandai Namco Studios Inc., Bandai Namco Online Inc.",Phoenixx Inc.
20000,88.94,Antimatter Dimensions,"Hevipelle, Omsi, Razenpok, Spectralflame, WaitingIdly","Hevipelle, Makopaz"
20000,90.13,Reverse: 1999,"BLUEPOCH GAMES CO., LIMITED","BLUEPOCH GAMES CO., LIMITED"
500000,72.16,Cubic Castles,Cosmic Cow LLC,Cosmic Cow LLC
200000,83.89,The Perfect Tower II,Fire Sword Studios,Fire Sword Studios
200000,71.91,Supremacy: 1914,Bytro Labs GmbH,Bytro Labs GmbH
20000,83.23,Gas Station Simulator: Prologue - Early Days,DRAGO entertainment,"Movie Games S.A., HeartBeat Games"
20000,85.95,SIGame,Vladimir Khil,Vladimir Khil
500000,65.07,Animal Jam,WildWorks Inc.,WildWorks Inc.
500000,90.21,Zero-K,Zero-K Team,Zero-K Team
20000,61.52,3on3 FreeStyle: Rebound,Joycity,Joycity
20000,57.20,STEEL HUNTERS,Wargaming Group Limited,Wargaming Group Limited
500000,74.19,Professional Fishing,MasterCode,Ultimate Games S.A.
200000,87.85,b,u&i,u&i
200000,89.34,家有大貓 Nekojishi,"Studio Klondike, Team Nekojishi","Studio Klondike, Orange Juice Dog"
50000,87.46,Gladio and Glory,Adi Zhavo,Adi Zhavo
200000,91.85,10 Minutes Till Dawn,flanne,"flanne, Erabit"
500000,71.72,Pinball Arcade,FarSight Studios,FarSight Studios
100000,88.39,Cloud Climber,Two Star Games,Two Star Games
200000,91.77,The Riftbreaker: Prologue,EXOR Studios,"EXOR Studios, Surefire.Games"
200000,92.46,Cinderella Phenomenon - Otome/Visual Novel,Dicesuki,Dicesuki
200000,92.86,Tails Noir: Prologue,EggNut,Raw Fury
20000,54.77,Neon Echo,Lcc,Lcc
20000,70.30,Kingdoms,"Change Studios, LLC","Change Studios, LLC"
200000,89.03,Hello Neighbor Alpha 1,Dynamic Pixels,tinyBuild
200000,83.31,Battle Grounds III,The Battle Grounds Game Development Team,The Battle Grounds Game Development Team
20000,89.29,Unnamed Space Idle,Sylv,Jdog Corp
20000,69.51,Garten of Banban 0,Euphoric Brothers,Euphoric Brothers
20000,80.75,College Bound - Episode 1,FOZ,FOZ
200000,59.54,Depression Quest,"The Quinnspiracy, Patrick Lindsey, Isaac Schankler",The Quinnspiracy
200000,93.97,Grimhook,Unlimited Fries,Unlimited Fries
20000,92.37,OnlyCans: Thirst Date,OnlyCans Team,OnlyCans Team
200000,93.44,Tukoni: Prologue,"Dream Operator, Oksana Bula",Dream Operator
200000,88.60,Coloring Game,L. Stotch,L. Stotch
20000,88.90,Prince of Suburbia - Part 1,ViM Studios,ViM Studios
20000,83.71,100 Christmas Cats,"100 Hidden Animals, Cats",100 Cozy Games
20000,88.78,Martial Law,FIXER,FIXER
500000,91.83,Floating Point,Suspicious Developments,Suspicious Developments
20000,79.87,Morimens,B.I.A.V. Studio,B.I.A.V. Studio
100000,89.39,Perfect Vermin,"Talia bob Mair, Angad Matharoo",ItsTheTalia
20000,85.20,Chaos,Ellipses Studios,Ellipses Studios
500000,79.25,Hero Zero - Multiplayer RPG,Playata GmbH,Playata GmbH
20000,93.51,100 Capitalist Cats,"100 Hidden Animals, Cats",100 Cozy Games
20000,48.21,Dungeon Stalkers,ONEUNIVERSE Co. Ltd.,ONEUNIVERSE Co. Ltd.
200000,91.34,Island Saver,Stormcloud Games Limited,National Westminster Bank plc
200000,87.74,Chicken Invaders Universe,InterAction studios,InterAction studios
200000,92.31,Mitoza,Gal Mamalya,Second Maze
20000,74.30,SCP: Nine-Tailed Fox,Third Subdivision Studios,Third Subdivision Studios
20000,84.64,The fall,Knight-HD,Knight-HD
20000,82.05,Shelter,9900Studio,9900Studio
20000,81.83,Mahjong Soul,Catfood Studio,YOSTAR HONG KONG LIMITED
200000,63.42,BEACHED,Gradient Studios,Gradient Studios
20000,89.08,瘟疫清零计划 Project Zero,Breaker Games,Breaker Games
100000,57.84,Booty Calls,3X Entertainment Limited,Nutaku Publishing
200000,79.18,PICO PARK:Classic Edition,TECOPARK,TECOPARK
20000,94.66,The Children of Clay,Balazs Ronyai,Balazs Ronyai
20000,82.18,Missing Hiker,Gemezl,Gemezl
200000,77.64,The Backrooms Game FREE Edition,Pie On A Plate Productions,Pie On A Plate Productions
200000,77.00,Fingerbones,David Szymanski,David Szymanski
500000,68.58,NosTale - Anime MMORPG,Entwell Co. Ltd.,Gameforge 4D GmbH
200000,92.93,Coloring Game 2,L. Stotch,L. Stotch
500000,93.10,异化之恶〇Abnormal Treatment,Eternal Dream,"Eternal Dream, 迷糊的安安"
200000,63.37,SCP: Escape Together,SCP: Escape Together development team,SCP: Escape Together development team
20000,64.12,Mini Royale,IndigoBlue,IndigoBlue
20000,92.34,PUMPKIN PANIC,Bilalaika,Bilalaika
500000,61.21,Rakion Chaos Force,Neosonyx Co. Ltd.,Neosonyx Co. Ltd.
200000,92.10,RED HOT VENGEANCE,Bros Before Giraffes,Bros Before Giraffes
20000,89.49,Cave Crawlers,Heroic Pyxel LLC,Heroic Pyxel LLC
20000,90.67,Landfall Archives,landfall,landfall
20000,67.78,PUBG: BLINDSPOT,"ARC Team, PUBG Corporation",KRAFTON Inc.
20000,91.21,Aurora Hills: Chapter 1,NovaSoft Interactive Ltd.,NovaSoft Interactive Ltd.
20000,93.69,英雄黄昏-文字三国志&曹贼模拟器,三国迷.隐隐狗,三国迷.隐隐狗
500000,74.75,Infinity Wars: Animated Trading Card Game,Lightmare Studios,Lightmare Studios
20000,80.21,Eraser,Legion Infinity Interactive,Legion Infinity Interactive
500000,73.80,Battle Islands,DR Studios,505 Games
500000,60.32,Villagers and Heroes,Mad Otter Games,Mad Otter Games
20000,83.05,The Elder Scrolls II: Daggerfall,Bethesda Softworks,Bethesda Softworks
20000,90.06,vivid/stasis,Team Vividstasis,"Hajimeli, SKY HOUR WORKS"
20000,49.68,Everlusting Life,Pochemu LTD,Pochemu LTD
200000,90.75,FrostRunner,Think Arcade,Think Arcade
20000,88.32,TELEFORUM,Monumental Collab,CRITICAL REFLEX
100000,87.28,Shinobi Warfare,TechnoTal,TechnoTal
20000,59.86,FINAL FANTASY VII EVER CRISIS,"Square Enix, Applibot Inc.",Square Enix
200000,50.20,"Warhammer 40,000: Warpforge",Everguild Ltd.,Everguild Ltd.
20000,55.86,Wizardry Variants Daphne,Drecom Co. Ltd.,Drecom Co. Ltd.
20000,79.68,Achievement Clicker,Barlow Studio,Barlow Studio
20000,86.67,Home,Mr.Spoon,Mr.Spoon
20000,86.67,Home,Mr.Spoon,Mr.Spoon
20000,88.41,Kota`s New Journey,KotaMota Games,KotaMota Games
200000,86.52,The Old Tree,Red Dwarf Games,Red Dwarf Games
500000,80.52,My Lands: Black Gem Hunting,"Gravvit Ltd, Forbes  Consult Ltd",ELYLAND  INVESTMENT COMPANY Ltd
20000,93.44,Unsorted Horror,Mike Klubnika,Mike Klubnika
500000,77.78,Bit Heroes Quest,Juppiomenz,Kongregate
20000,71.82,Soccer Manager 2026,Invincibles Studio Ltd,Invincibles Studio Ltd
20000,67.62,Heartwood Online,E Bros,E Bros
20000,89.60,PAPERHEAD EP.0,Paperhead te4m,HypeTrain Digital
20000,89.51,THE BUTTON by Elendow,Elendow,Elendow
500000,81.92,Bigscreen Beta,Bigscreen Inc.,Bigscreen Inc.
1000000,57.32,Ragnarok Online 2,Gravity Inc.,Gravity Interactive
500000,61.05,WGT Golf,"World Golf Tour, LLC","World Golf Tour, LLC"
200000,83.88,3D Aim Trainer,3D Aim Trainer,"3D Aim Trainer, SteelSeries"
20000,87.77,The Big Catch: Tacklebox,Filet Group,"Filet Group, XSEED Games, Marvelous USA Inc."
20000,75.29,造梦西游：无双,造梦工作室,造梦工作室
500000,59.89,Warhammer The Horus Heresy: Legions,Everguild Ltd.,Everguild Ltd.
200000,84.36,Long Live Santa!,Doborog Games,Doborog Games
100000,91.59,"one night, hot springs",npckc,npckc
20000,69.32,Airline Manager,Trophy Games,Trophy Games
100000,76.84,Super Bernie World,Gamedevs for Bernie,Kitsune Games
500000,70.25,Warspear Online,Titulum Enterprises Limited,Titulum Enterprises Limited
100000,93.84,Cureocity,Bread On Board,GCORES PUBLISHING
500000,53.75,BlackShot: Mercenary Warfare FPS,Vertigo Games America,"Papaya Play, Vertigo Games America"
20000,72.46,The Timeless Child - Prologue,Timeless Tale,Timeless Tale
200000,80.00,Crusaders of the Lost Idols,Codename Entertainment Inc.,Codename Entertainment Inc.
500000,65.66,Insanity Clicker,PlayFlock,PlayFlock
200000,85.07,Burning Daylight,Burning Daylight Team,Burning Daylight Team
20000,46.38,Warborne Above Ashes,Qooland Games,Qooland Games
500000,71.07,Soccer Manager 2022,Invincibles Studio Ltd,Invincibles Studio Ltd
200000,53.16,雀姬/姫麻雀,Jack Tech,Smile Tech
20000,68.87,Town of Sins,Hooligapps,Nutaku Publishing
200000,81.65,MINDNIGHT,No Moon,No Moon
500000,52.05,Mortal Online,Star Vault AB,Star Vault AB
200000,82.96,Radiator 2: Anniversary Edition,Robert Yang,Robert Yang
200000,77.73,Awkward Dimensions Redux,StevenHarmonGames,StevenHarmonGames
500000,76.06,RPG MO,Marxnet,Marxnet
20000,76.00,Prison Life,AO Games,AO Games
20000,48.73,Heat,Detail Software,Detail Software
200000,91.02,Vecter,Taranasus,Taranasus
500000,71.03,Pixel Starships,SavySoda,SavySoda
200000,93.44,Princess Remedy in a World of Hurt,"Ludosity, Remar Games",Ludosity
200000,85.69,Prison Simulator Prologue,Baked Games,Baked Games
200000,67.31,BattleRush,TB Games,TB Games
500000,67.58,Age of Conan: Unchained,Funcom,Funcom
500000,65.71,Copa Petrobras de Marcas,Reiza Studios,Reiza Studios
200000,91.76,Duck Simulator 2,Orius Games,Orius Games
100000,91.47,The Good Time Garden,Coal Supper,Coal Supper
200000,78.46,IOSoccer,IOSoccer Team,IOSoccer Team
200000,76.01,Grim Clicker,EvilCharm Games,"EvilCharm Games, Aleksandr Golovkin"
20000,93.09,The New Flesh,"Freshly Baked Games LLC, Red Vox",Freshly Baked Games LLC
20000,94.44,Handshakes,"Pet Pumpkin, Damaskino, Trumpetguy",Pet Pumpkin
20000,87.83,Planet S,Glimmerlight Games,Glimmerlight Games
20000,72.62,Skill Legends Royale,ZGGame,ZGGame
20000,77.59,SCP: Containment Breach 2,"Euclid Labs, UE team, Undertow Games, Third Subdivision Studios",Mixarar
500000,88.40,Sunrider: Mask of Arcadius,Love in Space,Sekai Project
500000,78.82,Age of Conquest IV,Noble Master LLC,Noble Master LLC
20000,85.45,With You,Carol Mertz,Insatiable Cycle
20000,65.47,Kingdom Wars,Obsidiagon,Obsidiagon
20000,83.22,Waifu Fighter,Gameholic,Gameholic
200000,76.99,Poker Championship,BBstudio Inc.,BBstudio Inc.
200000,90.65,Peggle Extreme,PopCap Games Inc.,Electronic Arts
20000,94.16,Mizi NO!,DU&I,DU&I
20000,67.79,Boundless,DMS. Long,Beijing Film Academy
50000,90.26,Brief Karate Foolish,D.C.S,Henteko Doujin
100000,90.56,Frog Fractions: Game of the Decade Edition,Twinbeard Inc.,Twinbeard Inc.
200000,89.65,Cheeky Chooks,Trilum Studios,"Trilum Studios, RSPCA"
200000,77.30,Kagura Survivors: Endless Night,"Big Bang Studio, Swaps4 Productions",Kagura Games
20000,93.72,DOGWALK,Blender Studio,Blender Studio
50000,86.04,hexceed,ToastieLabs,ToastieLabs
200000,73.85,Antenna,LWNA,LWNA
100000,90.15,A Raven Monologue,Mojiken,Toge Productions
20000,89.98,Ann,Rong Rong,Rong Rong
20000,89.76,修仙小屋,Doge Game,Doge Game
200000,75.20,Just Cause™ 3: Multiplayer Mod,nanos GbR,"nanos GbR, Square Enix"
